show_id,type,title,director,cast,country,date_added,release year,rating,duration,listed_in,description
s5247,Movie,Sample Title 5247,Director C,"Actor B, Actor G, Actor \, Actor F, Actor k",Brazil,"December 02, 2023",2015.0,G,,"Thriller, Action, Horror",Sample Title 5247 is a moving tale about love.
s5248,TV Show,Sample Title 5248,Director H,"Actor A, Actor h, Actor T, Actor J, Actor B",Germany,"January 07, 2018",1999.0,,,"Drama, Sci-Fi",Sample Title 5248 is a gripping journey about mystery.
s5249,TV Show,Sample Title 5249,Director Q,"Actor u, Actor H, Actor j",France,"November 16, 2016",2023.0,R,4 Seasons,Sci-Fi,
s5250,Movie,Sample Title 5250,Director D,"Actor M, Actor d, Actor i",Brazil,"July 11, 2017",,PG,164 min,"Comedy, Drama, Action",Sample Title 5250 is a surprising exploration about betrayal.
s5251,Movie,Sample Title 5251,,"Actor X, Actor S, Actor Q",Brazil,"November 20, 2023",2002.0,NR,61 min,"Horror, Animation",Sample Title 5251 is a funny journey about betrayal.
s5252,Movie,Sample Title 5252,Director E,"Actor j, Actor o, Actor R",United States,"September 06, 2022",1935.0,NR,64 min,"Animation, Fantasy, Horror",Sample Title 5252 is a thrilling journey about betrayal.
s5253,TV Show,Sample Title 5253,Director P,,France,"January 08, 2023",1986.0,,7 Seasons,"Drama, Family, Fantasy",Sample Title 5253 is a dramatic story about friendship.
,TV Show,Sample Title 5254,Director H,"Actor T, Actor \",Brazil,"July 17, 2013",,PG-13,4 Seasons,"Sci-Fi, Documentary, Romance",Sample Title 5254 is a funny journey about mystery.
s5255,,Sample Title 5255,Director Z,"Actor j, Actor Y, Actor J",South Korea,"June 05, 2017",2015.0,PG,174 min,"Fantasy, Sci-Fi, Comedy",Sample Title 5255 is a gripping journey about family.
s5256,Movie,Sample Title 5256,Director X,"Actor O, Actor z, Actor c, Actor y, Actor [",South Korea,"October 18, 2021",1923.0,G,66 min,"Family, Thriller, Horror",Sample Title 5256 is a gripping story about love.
,Movie,Sample Title 5257,Director C,,United States,"July 18, 2010",2017.0,PG-13,60 min,,Sample Title 5257 is a funny tale about family.
s5258,TV Show,Sample Title 5258,Director D,"Actor i, Actor L, Actor b, Actor Z, Actor O",United Kingdom,"April 07, 2016",1999.0,PG,8 Seasons,"Sci-Fi, Romance, Documentary",Sample Title 5258 is a surprising story about adventure.
s5259,TV Show,Sample Title 5259,Director T,"Actor o, Actor j, Actor m, Actor X",France,"March 18, 2022",1943.0,TV-14,5 Seasons,"Crime, Comedy",Sample Title 5259 is a thrilling tale about family.
s5260,TV Show,Sample Title 5260,,"Actor N, Actor a",South Korea,"February 04, 2021",2019.0,TV-PG,2 Seasons,"Crime, Action",Sample Title 5260 is a moving tale about courage.
s5261,Movie,Sample Title 5261,Director N,"Actor r, Actor Q, Actor c, Actor `",Brazil,"June 15, 2016",1998.0,PG-13,71 min,"Romance, Animation",
s5262,Movie,Sample Title 5262,Director W,"Actor ^, Actor K",Japan,"May 17, 2016",1947.0,G,167 min,"Crime, Horror, Documentary",Sample Title 5262 is a dramatic tale about family.
s5263,TV Show,Sample Title 5263,Director P,"Actor m, Actor P, Actor z, Actor r",Australia,"January 26, 2013",1926.0,G,1 Seasons,,Sample Title 5263 is a gripping story about love.
,Movie,Sample Title 5264,Director W,"Actor W, Actor D, Actor M, Actor w",Japan,,1967.0,TV-MA,137 min,Crime,Sample Title 5264 is a thrilling tale about love.
s5265,TV Show,Sample Title 5265,Director \,"Actor \, Actor E, Actor _",France,"November 17, 2011",1966.0,PG,2 Seasons,,Sample Title 5265 is a moving tale about adventure.
s5266,Movie,Sample Title 5266,,,Germany,"December 22, 2011",1947.0,TV-PG,86 min,,Sample Title 5266 is a dramatic exploration about family.
s5267,TV Show,Sample Title 5267,Director V,"Actor V, Actor G, Actor |, Actor w",United Kingdom,"April 14, 2013",1979.0,R,1 Seasons,"Sci-Fi, Documentary",Sample Title 5267 is a thrilling story about courage.
s5268,,,Director J,"Actor q, Actor A, Actor {",Japan,,1983.0,,2 Seasons,Crime,Sample Title 5268 is a funny tale about adventure.
s5269,Movie,Sample Title 5269,Director F,"Actor H, Actor F, Actor a, Actor p",,"January 23, 2010",1964.0,PG,76 min,Comedy,Sample Title 5269 is a gripping tale about courage.
s5270,,Sample Title 5270,Director O,"Actor a, Actor g, Actor z, Actor {",Australia,"November 14, 2018",1971.0,NR,5 Seasons,"Animation, Horror",Sample Title 5270 is a funny story about love.
s5271,Movie,Sample Title 5271,Director S,"Actor O, Actor Q, Actor I, Actor V",Australia,"March 30, 2021",1938.0,G,145 min,Sci-Fi,Sample Title 5271 is a funny story about friendship.
s5272,Movie,Sample Title 5272,Director ^,"Actor ], Actor m, Actor v, Actor X",United States,"August 23, 2016",1974.0,G,87 min,"Action, Horror",Sample Title 5272 is a funny tale about betrayal.
s5273,TV Show,Sample Title 5273,Director U,"Actor n, Actor J, Actor [",United States,"October 24, 2013",1992.0,NR,5 Seasons,"Drama, Horror, Family",Sample Title 5273 is a dramatic exploration about adventure.
s5274,TV Show,,Director O,"Actor |, Actor N, Actor q",France,"August 28, 2013",1924.0,TV-14,8 Seasons,"Comedy, Animation",Sample Title 5274 is a gripping exploration about family.
s5275,Movie,Sample Title 5275,Director B,"Actor u, Actor b, Actor z",Germany,"July 11, 2019",,G,91 min,"Animation, Crime",Sample Title 5275 is a dramatic story about mystery.
s5276,TV Show,Sample Title 5276,Director R,"Actor u, Actor w, Actor {, Actor ^",Brazil,"May 24, 2012",,NR,3 Seasons,Thriller,Sample Title 5276 is a dramatic exploration about mystery.
s5277,Movie,Sample Title 5277,Director R,"Actor W, Actor H, Actor k, Actor G",United States,"February 07, 2023",,PG,111 min,"Family, Romance",Sample Title 5277 is a gripping story about love.
s5278,Movie,Sample Title 5278,,"Actor L, Actor o",Japan,"November 17, 2012",1983.0,,115 min,Drama,Sample Title 5278 is a gripping story about friendship.
s5279,Movie,Sample Title 5279,Director [,,India,"August 04, 2010",2013.0,PG,,,Sample Title 5279 is a moving tale about family.
s5280,TV Show,Sample Title 5280,Director ],"Actor v, Actor b, Actor G",,"August 11, 2015",,TV-14,5 Seasons,"Documentary, Animation",Sample Title 5280 is a dramatic exploration about love.
s5281,Movie,Sample Title 5281,Director [,"Actor h, Actor G, Actor B, Actor H",Australia,"March 06, 2017",1941.0,NR,143 min,Family,Sample Title 5281 is a moving tale about adventure.
s5282,Movie,,Director ^,"Actor |, Actor r",India,"April 05, 2014",1984.0,NR,172 min,"Drama, Fantasy",Sample Title 5282 is a heartfelt story about adventure.
s5283,Movie,Sample Title 5283,Director ],"Actor _, Actor O",France,"September 28, 2017",2005.0,NR,75 min,"Family, Animation",
s5284,Movie,Sample Title 5284,Director ],"Actor t, Actor Y",United Kingdom,"March 10, 2017",,G,85 min,"Horror, Thriller",Sample Title 5284 is a thrilling exploration about betrayal.
s5285,Movie,Sample Title 5285,Director A,"Actor `, Actor J, Actor U",Brazil,"October 20, 2017",2024.0,,73 min,"Animation, Sci-Fi",Sample Title 5285 is a dramatic tale about family.
s5286,,Sample Title 5286,Director D,"Actor d, Actor |, Actor H, Actor q",United States,"October 17, 2013",1983.0,TV-MA,156 min,"Romance, Documentary, Thriller",Sample Title 5286 is a moving exploration about love.
s5287,TV Show,Sample Title 5287,Director C,"Actor X, Actor I",Japan,"November 18, 2013",1944.0,NR,6 Seasons,"Romance, Horror",Sample Title 5287 is a funny exploration about courage.
,Movie,Sample Title 5288,Director D,"Actor L, Actor \, Actor u, Actor k",United States,"December 29, 2020",1957.0,R,132 min,,Sample Title 5288 is a dramatic tale about mystery.
,Movie,Sample Title 5289,Director I,"Actor g, Actor H, Actor n, Actor l, Actor Z",Germany,"March 29, 2017",1993.0,TV-14,96 min,"Thriller, Horror",Sample Title 5289 is a gripping tale about betrayal.
s5290,TV Show,Sample Title 5290,Director I,"Actor q, Actor Q",United Kingdom,"December 16, 2020",1953.0,TV-PG,,"Fantasy, Comedy, Horror",
s5291,Movie,Sample Title 5291,Director R,"Actor t, Actor _, Actor N",Japan,,1922.0,PG,74 min,"Sci-Fi, Fantasy",Sample Title 5291 is a heartfelt journey about betrayal.
s5292,Movie,Sample Title 5292,Director K,"Actor S, Actor b",Brazil,,1921.0,R,62 min,,Sample Title 5292 is a surprising exploration about courage.
,TV Show,,Director Q,"Actor d, Actor N, Actor v",Canada,"March 06, 2011",1923.0,,8 Seasons,Romance,Sample Title 5293 is a dramatic journey about betrayal.
,,Sample Title 5294,Director F,"Actor `, Actor B, Actor u, Actor J",Germany,"February 17, 2021",1940.0,TV-14,129 min,Horror,Sample Title 5294 is a thrilling story about family.
s5295,Movie,Sample Title 5295,Director X,"Actor _, Actor V",Canada,"February 08, 2019",1949.0,NR,128 min,"Crime, Fantasy",Sample Title 5295 is a gripping tale about courage.
s5296,Movie,Sample Title 5296,Director \,"Actor P, Actor h, Actor o, Actor [",South Korea,"September 20, 2013",1940.0,PG-13,86 min,"Fantasy, Comedy",Sample Title 5296 is a dramatic journey about courage.
s5297,Movie,,Director G,"Actor D, Actor m",Canada,"August 19, 2010",2000.0,G,108 min,"Thriller, Comedy",Sample Title 5297 is a funny exploration about mystery.
s5298,Movie,,Director \,"Actor b, Actor J, Actor k, Actor u",South Korea,"March 03, 2020",1960.0,PG-13,177 min,"Crime, Romance, Comedy",Sample Title 5298 is a dramatic tale about adventure.
s5299,TV Show,Sample Title 5299,Director E,"Actor U, Actor n",,"May 17, 2015",2024.0,TV-PG,1 Seasons,"Romance, Documentary, Comedy",
,Movie,Sample Title 5300,Director S,"Actor _, Actor O, Actor F, Actor E",United States,,1984.0,TV-PG,67 min,"Sci-Fi, Comedy",Sample Title 5300 is a thrilling story about friendship.
s5301,Movie,Sample Title 5301,Director F,"Actor _, Actor s, Actor j, Actor D",,"May 11, 2018",1989.0,R,120 min,Fantasy,Sample Title 5301 is a thrilling journey about betrayal.
,TV Show,Sample Title 5302,Director \,"Actor K, Actor k",,"June 10, 2019",1998.0,TV-MA,4 Seasons,Crime,Sample Title 5302 is a moving exploration about adventure.
s5303,TV Show,Sample Title 5303,Director X,"Actor \, Actor Y, Actor L, Actor e, Actor B",Brazil,"July 13, 2011",1946.0,NR,5 Seasons,Action,Sample Title 5303 is a dramatic tale about adventure.
s5304,,Sample Title 5304,Director V,,Canada,"August 08, 2017",1925.0,,76 min,"Drama, Thriller, Family",Sample Title 5304 is a moving tale about friendship.
s5305,Movie,,Director S,,Australia,"June 09, 2021",1987.0,,95 min,,Sample Title 5305 is a heartfelt tale about love.
s5306,Movie,Sample Title 5306,Director P,"Actor t, Actor j",Brazil,"June 01, 2010",1933.0,PG,150 min,"Romance, Thriller",Sample Title 5306 is a moving tale about courage.
s5307,Movie,Sample Title 5307,Director B,"Actor c, Actor l, Actor A, Actor h",United States,"May 12, 2012",1966.0,TV-14,119 min,"Crime, Sci-Fi",Sample Title 5307 is a surprising exploration about betrayal.
s5308,,Sample Title 5308,Director R,"Actor _, Actor P, Actor [, Actor R, Actor i",South Korea,"May 18, 2023",1954.0,TV-14,158 min,"Action, Romance",Sample Title 5308 is a funny tale about adventure.
s5309,TV Show,,,"Actor E, Actor Z",Germany,,1933.0,G,2 Seasons,"Thriller, Family",Sample Title 5309 is a thrilling tale about betrayal.
s5310,TV Show,Sample Title 5310,Director V,"Actor Z, Actor i, Actor [, Actor S, Actor ]",Brazil,"October 16, 2021",2004.0,PG,7 Seasons,"Crime, Drama",Sample Title 5310 is a heartfelt tale about love.
s5311,Movie,Sample Title 5311,Director Y,"Actor m, Actor v",India,,2008.0,TV-PG,117 min,"Horror, Drama",Sample Title 5311 is a dramatic exploration about friendship.
s5312,,Sample Title 5312,Director [,"Actor y, Actor m, Actor a, Actor V",Germany,"August 24, 2023",2005.0,PG-13,,"Fantasy, Crime, Documentary",
s5313,,Sample Title 5313,Director D,"Actor o, Actor i, Actor V, Actor m",Japan,,1950.0,PG,4 Seasons,Fantasy,Sample Title 5313 is a dramatic exploration about friendship.
s5314,Movie,,Director B,"Actor H, Actor g, Actor O, Actor |, Actor u",Japan,"June 22, 2020",,TV-MA,110 min,Fantasy,Sample Title 5314 is a dramatic exploration about family.
s5315,Movie,Sample Title 5315,,"Actor d, Actor ^",India,"March 25, 2019",1969.0,PG-13,,"Comedy, Drama, Horror",Sample Title 5315 is a surprising journey about courage.
s5316,Movie,Sample Title 5316,Director I,"Actor ], Actor t, Actor R",United Kingdom,,2001.0,NR,172 min,"Thriller, Action, Family",Sample Title 5316 is a gripping exploration about adventure.
s5317,Movie,Sample Title 5317,Director K,"Actor t, Actor T, Actor d, Actor [, Actor u",,"July 10, 2012",1953.0,,112 min,"Sci-Fi, Fantasy",Sample Title 5317 is a heartfelt exploration about friendship.
s5318,TV Show,Sample Title 5318,,"Actor y, Actor a",,"September 16, 2020",2008.0,,1 Seasons,Horror,Sample Title 5318 is a gripping tale about mystery.
s5319,Movie,Sample Title 5319,Director B,"Actor q, Actor U, Actor {",Canada,"April 16, 2015",1953.0,PG,68 min,Drama,Sample Title 5319 is a heartfelt tale about friendship.
s5320,Movie,Sample Title 5320,Director C,,,"May 03, 2013",1987.0,PG-13,118 min,Animation,Sample Title 5320 is a dramatic exploration about betrayal.
s5321,TV Show,Sample Title 5321,Director E,"Actor {, Actor O, Actor k",United States,"April 10, 2010",1939.0,PG-13,3 Seasons,,Sample Title 5321 is a gripping tale about love.
s5322,Movie,Sample Title 5322,Director E,"Actor R, Actor G, Actor _",Australia,"November 04, 2021",,TV-MA,62 min,"Thriller, Fantasy",Sample Title 5322 is a moving tale about love.
s5323,Movie,Sample Title 5323,Director A,"Actor f, Actor A, Actor x",United Kingdom,"May 25, 2020",1971.0,TV-MA,165 min,"Horror, Drama",Sample Title 5323 is a moving tale about friendship.
s5324,TV Show,Sample Title 5324,Director Y,"Actor o, Actor x, Actor h, Actor I, Actor ^",South Korea,"September 14, 2013",2024.0,NR,,"Horror, Romance, Fantasy",Sample Title 5324 is a dramatic tale about adventure.
,TV Show,Sample Title 5325,Director H,"Actor R, Actor D, Actor E, Actor p, Actor L",Germany,"March 02, 2022",1954.0,TV-MA,,,Sample Title 5325 is a heartfelt story about courage.
s5326,,Sample Title 5326,Director T,"Actor H, Actor J, Actor Q",South Korea,"May 11, 2015",2017.0,TV-PG,8 Seasons,"Drama, Documentary, Horror",Sample Title 5326 is a surprising journey about love.
,Movie,Sample Title 5327,Director R,"Actor R, Actor H, Actor N, Actor v",United Kingdom,"March 27, 2015",1975.0,R,179 min,Documentary,Sample Title 5327 is a heartfelt journey about betrayal.
s5328,Movie,Sample Title 5328,Director Y,,Japan,"November 16, 2014",2007.0,PG-13,150 min,"Thriller, Fantasy, Animation",Sample Title 5328 is a funny tale about family.
s5329,Movie,Sample Title 5329,Director E,"Actor J, Actor j, Actor D, Actor W",,"April 11, 2019",2007.0,,85 min,"Crime, Sci-Fi, Fantasy",
s5330,,,,"Actor m, Actor Y, Actor O, Actor k, Actor s",Brazil,"August 02, 2017",1957.0,,63 min,Action,Sample Title 5330 is a gripping tale about adventure.
s5331,TV Show,Sample Title 5331,Director R,"Actor f, Actor X, Actor G, Actor K, Actor _",United States,"January 15, 2017",1982.0,TV-MA,,"Romance, Crime",Sample Title 5331 is a gripping tale about mystery.
s5332,TV Show,Sample Title 5332,Director B,"Actor A, Actor k",United States,"November 21, 2014",1995.0,TV-MA,2 Seasons,Drama,Sample Title 5332 is a dramatic story about friendship.
,Movie,Sample Title 5333,Director R,"Actor H, Actor r, Actor {",United States,"June 05, 2014",1989.0,NR,125 min,Horror,Sample Title 5333 is a gripping journey about friendship.
s5334,Movie,Sample Title 5334,Director F,"Actor X, Actor S, Actor D, Actor t, Actor F",Germany,"December 14, 2013",2014.0,PG,170 min,Fantasy,Sample Title 5334 is a funny journey about love.
s5335,TV Show,Sample Title 5335,Director B,"Actor f, Actor F, Actor U, Actor k, Actor T",United Kingdom,"December 04, 2013",2010.0,TV-MA,6 Seasons,,Sample Title 5335 is a moving tale about courage.
s5336,Movie,Sample Title 5336,Director Q,"Actor V, Actor T, Actor Q, Actor s, Actor h",Germany,"October 23, 2014",1943.0,PG,168 min,Thriller,Sample Title 5336 is a thrilling exploration about friendship.
s5337,Movie,,Director I,,Brazil,"July 08, 2010",1921.0,TV-14,155 min,"Romance, Comedy",Sample Title 5337 is a gripping story about courage.
s5338,TV Show,Sample Title 5338,Director X,"Actor p, Actor \",Japan,"January 04, 2011",1952.0,PG-13,1 Seasons,Thriller,Sample Title 5338 is a gripping tale about love.
s5339,Movie,Sample Title 5339,Director A,"Actor R, Actor v, Actor L, Actor N",,"November 06, 2017",1983.0,PG,69 min,"Comedy, Sci-Fi",Sample Title 5339 is a surprising story about family.
,Movie,Sample Title 5340,Director F,"Actor X, Actor F",Australia,"November 27, 2019",2013.0,PG-13,132 min,"Fantasy, Drama, Horror",Sample Title 5340 is a heartfelt exploration about mystery.
s5341,TV Show,Sample Title 5341,Director S,"Actor n, Actor W",France,"February 02, 2021",1939.0,NR,,"Thriller, Crime, Comedy",Sample Title 5341 is a dramatic story about courage.
s5342,Movie,Sample Title 5342,Director M,"Actor t, Actor n",Canada,"November 01, 2018",1938.0,PG,89 min,"Thriller, Crime, Comedy",Sample Title 5342 is a dramatic story about courage.
,TV Show,Sample Title 5343,,"Actor e, Actor O, Actor J, Actor f",France,"November 08, 2016",1954.0,TV-MA,6 Seasons,"Horror, Thriller, Documentary",Sample Title 5343 is a heartfelt tale about friendship.
s5344,Movie,Sample Title 5344,Director A,"Actor r, Actor u, Actor w, Actor p, Actor x",United Kingdom,"August 18, 2019",1990.0,R,72 min,,Sample Title 5344 is a surprising journey about love.
s5345,TV Show,Sample Title 5345,Director B,"Actor `, Actor g, Actor a, Actor v, Actor f",South Korea,"August 16, 2022",1969.0,TV-PG,,"Thriller, Romance",
s5346,TV Show,Sample Title 5346,Director R,"Actor u, Actor s, Actor r, Actor J",France,"June 22, 2022",1985.0,TV-MA,5 Seasons,"Crime, Documentary, Action",
,TV Show,,Director R,"Actor x, Actor P",India,"May 05, 2017",,,4 Seasons,Animation,Sample Title 5347 is a heartfelt story about betrayal.
s5348,Movie,Sample Title 5348,Director J,"Actor k, Actor _, Actor V, Actor E",Japan,"January 01, 2016",1950.0,TV-14,137 min,,Sample Title 5348 is a thrilling tale about friendship.
